contentid,contenttypeid,booktour,createdtime,homepage,modifiedtime,tel,telname,title,firstimage,firstimage2,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview,accomcount,chkbabycarriage,chkcreditcard,chkpet,expagerange,expguide,heritage1,heritage2,heritage3,infocenter,opendate,parking,restdate,useseason,usetime
2762910,12,0,20211026152758,"<a href=""http://www.spairvine.co.kr/"" target=""_blank"" title=""새창 : 스파어바인 사이트로 이동"">http://www.spairvine.co.kr/</a>",20211206155628,,,스파어바인,,,1,15,A02,A0202,A02020300,서울특별시 서초구 동광로 89,(방배동),06584,126.9920579556,37.4937212817,6.0,"스파어바인(SPA IRVINE)은 서울 서초구 서래마을에 위치한 826m²(250평) 규모의 스파 및 피부관리 시설이다. 고급스러운 인테리어의 공간에는 다양한 프라이빗 트리트먼트실이 준비되어 있다. Signature Special(ONE-DAY 프로그램), Inner Beauty 프로그램, Couple 프로그램 등 다양한 프로그램을 제공하고 있다. 100% 사전 예약제로 운영되므로 전화나 홈페이지를 통해 예약한 후에 이용할 수 있다.",,없음,없음,없음,,Signature Special<br>Inner Beauty<br>Inner Healing<br>Les Aromas Body<br>Face & Body<br>Inner Body<br>Brain & Headspa<br>Face<br>INTRA ceuticals<br>Single Body<br>MOTHER TO BE<br>Couple<br>Les Nouvels,0.0,0,0.0,02-593-3277,,주차가능,,,10:00 ~ 새벽02:00
126505,12,0,20030919090000,,20220530103825,,,승가사(서울),http://tong.visitkorea.or.kr/cms/resource/04/2724404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2724404_image2_1.jpg,1,23,A02,A0201,A02010800,서울특별시 종로구 비봉4길 213,(구기동),03001,126.9603404195,37.6265552757,6.0,"승가사는 진흥왕순수비로 유명한 북한산 비봉에서 동쪽으로 1km쯤 떨어져 있으며, 승가대사를 봉안한 독특한 사찰이다. 승가대사는 서역인으로서 서기 640년에 출생하여 당나라로 건너와 53년간 불교 전교에 헌신한 분으로 갖가지 변화를 자유자재로 하여 기적을 나타내어 동방의 불교 홍법에 큰 획을 이루어 관음보살로 회신되어 중국의 각지에 승가당이 설치되어 있다. 위쪽 암벽에 조각된 마애석불님상은 기실 32현상에 의한 관음보살상으로 승가대사와 인연을 깊게 하고 있다. 신라, 고려, 조선조에 이르기까지 1,400년간 왕상공경(王相公卿)이 국난 때마다 참배 기도드려 가피를 입었으며 백성의 소원도 한 가지만은 꼭들어주는 영험이 따랐다고 한다.  승가사의 명칭도 승가대사를 기리기 위하여 창건의 취지가 담겨져 있다. 승가사는 대한불교 조계종 제1교구에 속한다.<br>",,불가,없음,없음,,,0.0,0,0.0,02-379-2996,,,연중무휴,,
605445,12,0,20080807001903,"<a href=""http://www.seungdong.or.kr/"" target=""_blank"" title=""새창 : 승동교회 홈페이지로 이동"">http://www.seungdong.or.kr</a>",20220517133054,,,승동교회,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1568421_image3_1.jpg,1,23,A02,A0201,A02010900,서울특별시 종로구 인사동길 7-1,(인사동),03164,126.9863146199,37.5712538383,6.0,"승동교회는 민족주의적인 색채가 짙은 교회로 출발하였다. 승동교회는 경기도 내 장로교회의 모교회적(母敎會的)인 역할을 담당하기도 하였다. 이 교회의 설립 과정을 보면 먼저 헤론(John W. Heron)이 1894년 동현(銅峴)에 홍문동교회(弘文洞敎會)를 세웠다. 이 교인 중에는 독립협회계(獨立協會系) 인사들이 있었는데, 이들은 선교사를 구타하여 축출하려는 계획을 세웠다. 이 일로 교인들은 분파되어 각기 교회를 세웠다. 독립협회계 교인들은 1904년 승동교회를 세웠고, 백정이나 천민들과 함께 예배를 드리기를 거부하는 이들이 안동교회를 세웠다.<br /><br />1919년 2월 20일 이 교회 지하에서는 당시 경성의 각 전문학교 대표자 20여명이 모여 3ㆍ1운동의 지침과 계획을 논의한 바 있다. 또 이 교회에서 대한여자기독교청년연합회(YWCA)가 창립되어 여성들의 사회활동과 봉사에 일익을 담당하는 계기를 만들기도 했다. 이렇게 승동교회는 일제 때의 민족운동과 사회운동에 큰 역할을 하였다. 승동교회 건물은 지하 1층 지상 2층, 약 200평 규모이며, 설계자와 시공자는 알 수 없다. 지금은 주변 건물에 가려 본래의 당당한 위풍을  볼 수 없으나, 설립 당시에는 주변 건물에 비해 높고 당당한 건물이었다. 지붕 형태는 십자형 박공지붕인데, 전면의 박공은 크고, 측면의 박공은 2단으로 처리되었는데 현재는 내부의 제단을 넓히면서 후면에 2단 박공처리되었다. 정면에서 중앙부는 대형 아치창(현재는 현대적인 사각창호로 개조됨)을, 그 좌우는 소형 아치 개구부(현재는 현대적인 출입구로 개조됨)를 두고, 박공에는 원형 창을 냈다. 승동은 인사동에 편입되었으나, 설립 당시의 이름을 그대로 쓰고 있다. <br /><br />* 시대 : 1904년, 1957년 증개축 <br />* 규모·양식 : 지하 1층, 지상 2층, 면적 773.56㎡, 로마네스크풍<br>",,불가,없음,불가,,,0.0,0,0.0,02-732-2340~3,,,,,
2589895,12,0,20190208011035,,20220520112633,,,시간을 담다,http://tong.visitkorea.or.kr/cms/resource/90/2589890_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/90/2589890_image2_1.bmp,1,24,A02,A0203,A02030400,서울특별시 중구 삼일대로8길 20-1,(충무로2가),04553,126.9901422899,37.5627326749,6.0,"시간을 담다 기존 캐리커쳐와는 차별화하여 우리나라의 전통 의상, 꽃, 랜드마크(광화문, 남산), 해태 등을 캐리커쳐에 가미하여 내국인 및 외국인 관광객들이 우리나라에서 경험한 추억을 한장의 캐리커쳐로 그린다. 캐리커쳐 이외에 전통 민화 색칠하기 체험 등의 체험 상품 및 선물용 소품을 판매하고 있으며, 모든 상품은 시간을 담다의 자체 디자인 상품으로 내국인 및 외국인 관광객들이 특별한 경험을 할 수 있다.<br>",20명,불가,가능,가능,제한 없음,"* 라이브 캐리커쳐 체험 - 체험시간 5분~20분 / 비용 10.000원~<br />                                                                                             * 캐리커쳐 색칠하기 체험 - 체험시간 30분~1시간 / 비용 20,000원<br />                                                                         
* 전통 민화 색칠하기 체험 - 체험시간 30분~1시간 / 비용 3,000원",0.0,0,0.0,010-8895-3368,2018년 11월 21일,,매주 월요일,,11:00 ~ 20:00
2794934,12,0,20211214053726,,20220701144805,,,시그니엘서울 에비앙 스파,http://tong.visitkorea.or.kr/cms/resource/26/2796126_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2796126_image2_1.jpg,1,18,A02,A0202,A02020300,서울특별시 송파구 올림픽로 300,(신천동),05551,127.1025779177,37.5126238510,6.0,"압도적인 높이와 웅장한 위용을 뽐내는 롯데월드타워. 한국 대표 상징물인 이 빌딩 76~101층에는 시그니엘서울이 자리했다. 시그니엘서울 에비앙 스파의 대표 프로그램은 ‘에비앙스파 서울 리추얼 트리트먼트’다. 전신과 얼굴 관리를 동시에 받을 수 있다. 바디 트리트먼트는 심신 안정과 피로 해소에 효과적인 ‘아흐모니 수브리머’, 피부 탄력 및 안티에이징을 고려한 ‘소인 셰크허 프헤슈’, 부종을 완화하고 셀룰라이트를 개선하는 ‘콤플리스 듀 커흐’, 타이와 시아추 테크닉을 조합한 스트레칭으로 몸의 균형을 회복해주는 ‘아시안 터치’가 있다.",,없음,없음,없음,,,0.0,0,0.0,02-3213-1383,,있음,없음,,09:00~22:00
2783484,12,0,20211130105550,,20211207144350,,,신기한놀이터 떼굴떼굴,http://tong.visitkorea.or.kr/cms/resource/89/2787789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2787789_image2_1.jpg,1,14,A02,A0203,A02030400,서울 서대문구 홍제동 산41-31,,,126.9384796907,37.5854041134,6.0,"홍제1동 주택가 산 아래 탁트인 야외 공간에 조성된 신기한놀이터 떼굴떼굴은 아이들이 신나고 안전하게 놀 수 있는 자연 모래놀이터다. 서대문구가 어린이가 바라고 꿈꾸는 놀이터를 만들어보자는 취지로, 2019년 11월에 개장한 놀이터는 모래놀이터 3곳, 세족장, 음수대, 공중화장실이 조성되어 있다. 놀이터는 세 개의 원형놀이터로 구성하고, 촉감놀이에 적합한 동해안 모래를 깊이 50cm 이상으로 조성했다. 원목 놀이기구, 천연목재 산책로, 황토 포장 등 놀이공간의 다양한 시설도 '천연재료'를 사용하였고, 자연 지형과 지물을 최대한 활용하여 다른 놀이터와 확실한 차이를 두었다. 다양한 놀이시설들 가운데 롱미끄럼틀과 짐라인은 아이들의 호기심을 유발한다. 관리사무실 앞에 비치되어 있는 어린이 자전거와 모래놀이 도구들은 대여해서 사용할 수 있다. 놀이터 개장은 오전 9시이며, 마감은 4월~10월 중에는 오후 6시,  11월~3월 중에는 오후 4시 40분이다.",,없음,없음,없음,,,0.0,0,0.0,02-330-1396,2019년 11월,없음,없음,,09:00 ~ 18:00(4월~10월) / 09:00 ~ 16:40(11월~3월)
699249,12,0,20090225113258,,20210108131156,,,신당동 떡볶이 골목,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2660049_image3_1.jpg,1,24,A02,A0203,A02030600,서울특별시 중구 다산로33길 10-18,(신당동),04611,127.0146094960,37.5630580770,6.0,"신당동 떡볶이 골목이 지금처럼 골목을 이루게 된 건 70년대 후반부터다. 70년대를 지나 80년대로 넘어오면서 신당동 떡볶이 골목의 전성기를 맞이한다. 80년대에 새롭게 등장한 건 떡볶이집 마다 있었던 'DJ박스'다. 사연과 함께 음악을 틀어주던 이른바 '멋쟁이 DJ오빠'가 신당동 떡볶이 골목의 상징으로 떠올랐다. 또한 이 시기는 고교야구의 전성기였는데 인근에 있는 동대문야구장에서 덕수상고와 선린상고가 맞붙는 날이면 경기가 끝나고 신당동 떡볶이 골목은 학생들로 넘쳐 났다. 당시 학생이었던 아이들이 중년이 되어 찾는 곳이 바로 이 골목이다. 그들은 그렇게 이십년이 넘는 단골이 된 것이다. 아마도 그들은 무언가 그리워질 때면 이 거리를 찾아 청춘의 이름으로 이십년 전으로 돌아가 재잘 거리며 떡볶이를 먹을 것이다. 사실 떡볶이 골목의 역사는 70년대를 훨씬 더 지나 50년대로 거슬러 올라간다. 떡볶이 골목에 마복림할머니집이 있는데, 그 할머니 말에 따르면 1953년부터 떡볶이를 팔기 시작했다. 지금 떡볶이 골목 인근에 동아극장이 있었는데 그 앞에서 떡볶이와 옥수수, 감자 등을 팔았던 것이다. 처음에는 그냥 고추장만 넣어 떡볶이를 만들었다. 그렇게 시작된 신당동 떡볶이는 수십년 세월이 흐르면서 심심풀이 간식이 아닌 한 끼 식사로 충분한 하나의 요리로 자리잡게 된 것이다. 요즘은 떡볶이에 계란, 당면, 어묵, 쫄면, 라면사리는 기본이고 물오징어에 새우, 치즈까지 들어가 새로운 입맛을 사로잡고 있다.",,불가,가능,불가,,,0.0,0,0.0,02-2236-9135,,각 업소 주차장 이용,,,
2752552,12,0,20211001141443,,20211105105009,,,신사공원,http://tong.visitkorea.or.kr/cms/resource/99/2768799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2768799_image3_1.jpg,1,1,A02,A0202,A02020700,서울특별시 강남구 논현로189길 57,(압구정동),06000,127.0212793589,37.5268429594,6.0,"서울 강남구 압구정에 있는 근린공원으로 가로수길과 한강시민공원 잠원지구 사이에 위치해 있다. 공원 규모가 크지는 않지만 공원 양끝에 두개의 넓은 광장 사이로 산책로가 조성되어 있으며, 운동기구와 음수대, 정자, 벤치가 있어 운동과 더불어 휴식 하기 좋은 공원이다.",,없음,없음,없음,,,0.0,0,0.0,02-3423-6240,,없음(인근 잠원 2주차장 사용),없음,,00:00 - 24:00
987720,12,0,20100327021416,"<a href=""https://korean.visitseoul.net/shopping/%EC%8B%A0%EC%82%AC%EB%8F%99-%EA%B0%80%EB%A1%9C%EC%88%98%EA%B8%B8_/291
""target=""_blank"" title=""새창: 비짓 서울"">https://korean.visitseoul.net/index</a>",20220223111952,,,신사동 가로수길,http://tong.visitkorea.or.kr/cms/resource/42/2658442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2658442_image3_1.jpg,1,1,A02,A0203,A02030400,서울특별시 강남구 신사동 일대,,06028,127.0227543748,37.5215324916,6.0,"3호선 신사역에서 압구정 현대고등학교 앞으로 통하는 은행나무길.‘예술가의 거리’ 라 불리는 신사동 가로수길 주위로는 아기자기한 커피숍과 맛집, 디자이너들의 옷 매장들이 즐비해 있어 이국적인 분위기를 연출한다. 이러한 신사동 가로수길만의 독특한 분위기 덕분에 평일에도 카메라를 들고 여기저기서 사진을 촬영하는 사람들의 모습을 종종 볼 수 있다. 특히 가을에는 낙엽지는 거리를 보러 많은 사람들이 찾아오며, 젊은이들의 입소문을 타고 유명세를 탄 이후 많은 영화의 배경지로 나오기도 했다.",,없음,없음,가능,,,0.0,0,0.0,강남관광정보센터 02-3445-0111,,,,,상시 가능
2373333,12,0,20160317101815,"<a href=""http://mfis.mpva.go.kr/main/main.do"" target=""_blank"" title=""새창 : 국가보훈처 현충시설 홈페이지로이동"">http://mfis.mpva.go.kr</a>",20210909151054,,,신석구 사택 터,http://tong.visitkorea.or.kr/cms/resource/86/2373186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2373186_image2_1.jpg,1,24,A02,A0201,A02010700,서울특별시 중구 청계천로 100,(수표동) 부근,04542,126.9884423006,37.5678348289,6.0,"신석구는 충북 청주군 미원면 금관리에서 태어났다. 15세때 고향을 떠나 방랑생활을 할 때 친구 김진우의 전도로 기독교로 개종하고 신앙생활을 시작하였다. 그는 1908년 정식으로 전도자의 길을 가게 되었는데 1918년에는 서울 수표교 교회에 파송 받아 목회하는 중에 3·1운동에 민족대표 33인중 1인으로 참여하였다. 1919년 2월 27일 기독교 측 대표들이 정동교회 이필주 목사 집에 모여 독립선언서에 서명할 때 신석구도 참여하여 서명하였다. 3월 1일 명월관 지점에 모일 때도 참여하여 독립선언 후 체포되어 2년 반의 옥고를 치루게 되었다. 1921년 11월 4일 출옥 후에는 목회에 임하였다. 천안교회의 목회 중에는 신사참배 반대투쟁을 일으켜 믿음을 지키도록 하다가 다시 체포되어 중형을 받아 중한 병을 얻고 석방되었다. 그 후 1939년 일제의 신사가 없는 평남 용강군 신유리교회, 유사리교회, 문애리교회에서 목회하다가 1945년 5월 전승기원 예배와 일장기 게양을 거부했다는 이유로 용강경찰서에 연행되어 감옥에서 해방을 맞았다.<br>",,없음,없음,없음,,,0.0,0,0.0,02-3396-5842,,,,,
754003,12,0,20090617113844,"<a href=""http://www.cha.go.kr/"" target=""_blank"" title=""새창 : 문화재청 사이트로 이동"">http://www.cha.go.kr</a>",20211015111904,,,신선경과 류인호 묘역,http://tong.visitkorea.or.kr/cms/resource/53/755753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/755753_image3_1.jpg,1,18,A02,A0201,A02010700,서울특별시 송파구 동남로 263,(오금동),05725,127.1327087891,37.5027894247,6.0,"'문화류씨 묘역'에는 임진왜란 때 이항복(李恒福)과 함께 3등 공신으로 선조를 보필한 문양공(文陽公) 류희림(柳希霖), 그 아버지 증가선대부 이조참판겸동지의금부사(贈嘉善大夫吏曹參判兼同知義禁府事)를 역임한 문원군(文原君) 류복룡(柳伏龍)과 그 부인 평강(平康) 채씨(蔡氏)의 묘, 그리고 공조참의(工曹參議) 류인호(柳仁濠)와 숙부인(叔夫人) 거창 신씨의 합장 묘가 있다. 거창신씨 묘역은 조선 전기의 문신인 신선경(愼先庚)의 묘를 비롯한 거창 신씨들의 가족 묘역이다. 거창 신씨의 시조는 원래 중국 송(宋)나라 개봉부(開封府) 사람으로 지사라는 벼슬에 있던 신수(愼修)다. 그는 송나라와 고려의 외교 관계를 개설하기 위해 사절단으로 고려의 수도 개성에 왔다가 귀화하여 고려인이 됨으로써 거창 신씨의 시조가 되었다.<br /><br />신수는 고려 문종 29년(1075) 시어사(侍御史)가 되었고 숙종 때 수사공 우복야참지정사(守司空右僕射參知政事)에 이르러 사직하였으며 시호는 공헌(恭憲)이다. 신선경은 세조 원년(1456) 사헌부장령을 거쳐 가선대부 동지중추부사(嘉善大夫同知中樞府事)를 지냈다. 묘역은 약 500년 전에 조성된 것으로 정부인(貞夫人) 한씨와의 쌍분으로 되어 있으며 그 가운데에 묘비, 상석이 각각 1개씩 있고 문인석이 1쌍이 서 있다. 묘비는 윗 부분이 연꽃무늬로 장식된 갓 모양을 하고 있는 등 조선 초기의 특유한 형태로 묘비 연구에 귀중한 자료이다. 그리고 동쪽 옆에 문화 류씨인 공조참의 류인호(柳仁豪)와 숙부인(淑夫人) 거창 신씨의 합장묘가 있는데 여기에는 묘비,상석이 각각 1개씩 있으며 망주석 1쌍 서 있다. 또한, 임진왜란 때 이항복과 함께 3등공신으로 선조대왕을 보필한 문양공 류희림, 문원군 류복룡, 공조참의 류인호의 묘소이다.<br /><br />류희림은 명종 15년(1560) 1,000여명의 성균관 유생을 대표하여 불교를 비판하고, 선종, 교종 모두 폐지하자는 상소를 올렸다. 명종 16년(1561) 식년문과에 병과로 합격하여 문한관(文翰官)이 되었다. 검열, 박사, 정언 등을 차례로 역임하고 선조 3년(1570) 지평이 된 이후 계속 중앙에만 머물러 사헌부장령, 집의를 역임하였다. 선조 14년(1581) 형조참판으로 동지사(冬至使)가 되어 명나라에 다녀왔으나 가지고 간 방물 중 면주(綿紬) 10필과 흑마포(黑麻布) 11필이 부족하여 처벌을 받고 파직되었다. 선조 25년(1592) 임진왜란이 일어나자 첨지중추부사로서 왕을 호종하여 좌승지로 발탁되었다. 이후 1593년 동지중추부사, 1594년 예조참판, 1597년 동지돈녕부사가 되었다. 죽은 뒤인 선조 37년(1604) 호성공신(扈聖功臣) 3등과 문양공에 봉해졌다.<br /><br />묘소는 오금공원 내 관리사무소 서쪽에 남향으로 3기가 남북 방향으로 놓여 있다. 맨 위(북)쪽에 있는 류희림의 묘 앞에는 상석(床石)이 있고 그 앞 좌 기둥에 다람쥐 형상이 조각된 망주석(望柱石)과 문인석이 각각 1쌍씩 서 있다. 아래쪽의 2기는 좌우로 배치되어 있으며 류복룡과 그 부인인 평강 채씨의 묘이다. 두 무덤 사이에는 비석이 있고 그 앞에 망주석과 문인석 각각 1쌍이 배치되어 있으며 그 옆에 다시 신도비(神道碑)가 있다.<br>",,불가,없음,불가,,,0.0,0,0.0,02-2147-2002,,오금공원 주차장 이용 (주차 공간 협소),연중무휴,,24시간
